pathway	category
REACTOME_TNFR1_MEDIATED_CERAMIDE_PRODUCTION	Signal Transduction
REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX	Gene expression (Transcription)
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	Hemostasis
REACTOME_SIGNAL_AMPLIFICATION	Hemostasis
REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING	Hemostasis
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS	Hemostasis
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2PLUS	Hemostasis
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	Hemostasis
REACTOME_DISINHIBITION_OF_SNARE_FORMATION	Hemostasis
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_1_PROMOTER	Gene expression (Transcription)
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER	Gene expression (Transcription)
REACTOME_BETA_OXIDATION_OF_LAUROYL_COA_TO_DECANOYL_COA_COA	Metabolism
REACTOME_BETA_OXIDATION_OF_DECANOYL_COA_TO_OCTANOYL_COA_COA	Metabolism
REACTOME_BETA_OXIDATION_OF_OCTANOYL_COA_TO_HEXANOYL_COA	Metabolism
REACTOME_BETA_OXIDATION_OF_HEXANOYL_COA_TO_BUTANOYL_COA	Metabolism
REACTOME_BETA_OXIDATION_OF_BUTANOYL_COA_TO_ACETYL_COA	Metabolism
REACTOME_PROPIONYL_COA_CATABOLISM	Metabolism
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS	Metabolism
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_UNSATURATED_FATTY_ACIDS	Metabolism
REACTOME_REGULATION_OF_IFNG_SIGNALING	Immune System
REACTOME_EGFR_TRANSACTIVATION_BY_GASTRIN	Signal Transduction
REACTOME_PTK6_REGULATES_PROTEINS_INVOLVED_IN_RNA_PROCESSING	Signal Transduction
REACTOME_PTK6_REGULATES_RTKS_AND_THEIR_EFFECTORS_AKT1_AND_DOK1	Signal Transduction
REACTOME_PTK6_REGULATES_CELL_CYCLE	Signal Transduction
REACTOME_PTK6_REGULATES_RHO_GTPASES_RAS_GTPASE_AND_MAP_KINASES	Signal Transduction
REACTOME_PTK6_EXPRESSION	Signal Transduction
REACTOME_PTK6_PROMOTES_HIF1A_STABILIZATION	Signal Transduction
REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN:_ROLES_OF_E1_AND_E2_ENZYMES	Metabolism of proteins
REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS	Metabolism of proteins
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	Vesicle-mediated transport
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	Vesicle-mediated transport
REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS	Vesicle-mediated transport
REACTOME_DOWNREGULATION_OF_ERBB2:ERBB3_SIGNALING	Signal Transduction
REACTOME_NEGATIVE_REGULATION_OF_ACTIVITY_OF_TFAP2_AP_2_FAMILY_TRANSCRIPTION_FACTORS	Gene expression (Transcription)
REACTOME_ACTIVATION_OF_THE_TFAP2_AP_2_FAMILY_OF_TRANSCRIPTION_FACTORS	Gene expression (Transcription)
REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_GROWTH_FACTORS_AND_THEIR_RECEPTORS	Gene expression (Transcription)
REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_FACTORS	Gene expression (Transcription)
REACTOME_TFAP2A_ACTS_AS_A_TRANSCRIPTIONAL_REPRESSOR_DURING_RETINOIC_ACID_INDUCED_CELL_DIFFERENTIATION	Gene expression (Transcription)
REACTOME_RRNA_MODIFICATION_IN_THE_MITOCHONDRION	Metabolism of RNA
REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL	Metabolism of RNA
REACTOME_MET_ACTIVATES_PTK2_SIGNALING	Signal Transduction
REACTOME_MET_INTERACTS_WITH_TNS_PROTEINS	Signal Transduction
REACTOME_MET_ACTIVATES_RAP1_AND_RAC1	Signal Transduction
REACTOME_INLB_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELL	Disease
REACTOME_INLA_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELLS	Disease
REACTOME_RUNX3_REGULATES_CDKN1A_TRANSCRIPTION	Gene expression (Transcription)
REACTOME_RUNX3_REGULATES_NOTCH_SIGNALING	Gene expression (Transcription)
REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY	Gene expression (Transcription)
REACTOME_RUNX3_REGULATES_IMMUNE_RESPONSE_AND_CELL_MIGRATION	Gene expression (Transcription)
REACTOME_RUNX3_REGULATES_WNT_SIGNALING	Gene expression (Transcription)
REACTOME_RUNX3_REGULATES_YAP1_MEDIATED_TRANSCRIPTION	Gene expression (Transcription)
REACTOME_RUNX3_REGULATES_P14_ARF	Gene expression (Transcription)
REACTOME_RUNX3_REGULATES_BCL2L11_BIM_TRANSCRIPTION	Gene expression (Transcription)
REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY	Gene expression (Transcription)
REACTOME_RUNX2_REGULATES_BONE_DEVELOPMENT	Gene expression (Transcription)
REACTOME_RUNX2_REGULATES_GENES_INVOLVED_IN_CELL_MIGRATION	Gene expression (Transcription)
REACTOME_RUNX1_AND_FOXP3_CONTROL_THE_DEVELOPMENT_OF_REGULATORY_T_LYMPHOCYTES_TREGS	Gene expression (Transcription)
REACTOME_RUNX1_REGULATES_ESTROGEN_RECEPTOR_MEDIATED_TRANSCRIPTION	Gene expression (Transcription)
REACTOME_REGULATION_OF_RUNX1_EXPRESSION_AND_ACTIVITY	Gene expression (Transcription)
REACTOME_RUNX1_REGULATES_EXPRESSION_OF_COMPONENTS_OF_TIGHT_JUNCTIONS	Gene expression (Transcription)
REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION	Gene expression (Transcription)
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS	Gene expression (Transcription)
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_KERATINOCYTES	Gene expression (Transcription)
REACTOME_RUNX1_INTERACTS_WITH_CO_FACTORS_WHOSE_PRECISE_EFFECT_ON_RUNX1_TARGETS_IS_NOT_KNOWN	Gene expression (Transcription)
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_BCR_SIGNALING	Gene expression (Transcription)
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_MYELOID_CELLS	Gene expression (Transcription)
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_INTERLEUKIN_SIGNALING	Gene expression (Transcription)
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_WNT_SIGNALING	Gene expression (Transcription)
REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE	Digestion and absorption
REACTOME_DIGESTION_OF_DIETARY_LIPID	Digestion and absorption
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING	Signal Transduction
REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	Signal Transduction
REACTOME_RUNX2_REGULATES_OSTEOBLAST_DIFFERENTIATION	Gene expression (Transcription)
REACTOME_RUNX2_REGULATES_CHONDROCYTE_MATURATION	Gene expression (Transcription)
REACTOME_COMPETING_ENDOGENOUS_RNAS_CERNAS_REGULATE_PTEN_TRANSLATION	Signal Transduction
REACTOME_PROCESSING_OF_SMDT1	Transport of small molecules
REACTOME_METABOLISM_OF_NON_CODING_RNA	Metabolism of RNA
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	Metabolism of RNA
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS	Metabolism of RNA
REACTOME_MRNA_CAPPING	Metabolism of RNA
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	Metabolism of RNA
REACTOME_TRNA_PROCESSING	Metabolism of RNA
REACTOME_RRNA_PROCESSING	Metabolism of RNA
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	Metabolism of RNA
REACTOME_MRNA_EDITING	Metabolism of RNA
REACTOME_NONSENSE_MEDIATED_DECAY_NMD	Metabolism of RNA
REACTOME_CELLULAR_RESPONSES_TO_STRESS	Cellular responses to external stimuli
REACTOME_RESPONSE_TO_METAL_IONS	Cellular responses to external stimuli
REACTOME_PYRIMIDINE_CATABOLISM	Metabolism
REACTOME_PURINE_CATABOLISM	Metabolism
REACTOME_PHOSPHATE_BOND_HYDROLYSIS_BY_NTPDASE_PROTEINS	Metabolism
REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS	Metabolism
REACTOME_PYRIMIDINE_SALVAGE	Metabolism
REACTOME_PURINE_SALVAGE	Metabolism
REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF	Metabolism
REACTOME_CHOLESTEROL_BIOSYNTHESIS	Metabolism
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	Metabolism
REACTOME_METABOLISM_OF_STEROID_HORMONES	Metabolism
REACTOME_VITAMIN_D_CALCIFEROL_METABOLISM	Metabolism
REACTOME_TYROSINE_CATABOLISM	Metabolism
REACTOME_PHENYLALANINE_METABOLISM	Metabolism
REACTOME_DIGESTION	Digestion and absorption
REACTOME_INTESTINAL_ABSORPTION	Digestion and absorption
REACTOME_VLDL_ASSEMBLY	Transport of small molecules
REACTOME_CHYLOMICRON_ASSEMBLY	Transport of small molecules
REACTOME_HDL_ASSEMBLY	Transport of small molecules
REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES	Transport of small molecules
REACTOME_CHYLOMICRON_REMODELING	Transport of small molecules
REACTOME_HDL_REMODELING	Transport of small molecules
REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION	Transport of small molecules
REACTOME_HDL_CLEARANCE	Transport of small molecules
REACTOME_CHYLOMICRON_CLEARANCE	Transport of small molecules
REACTOME_LDL_CLEARANCE	Transport of small molecules
REACTOME_VLDL_CLEARANCE	Transport of small molecules
REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM	Metabolism
REACTOME_ARACHIDONIC_ACID_METABOLISM	Metabolism
REACTOME_PEROXISOMAL_LIPID_METABOLISM	Metabolism
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	Metabolism
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	Metabolism
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION	Metabolism
REACTOME_UBIQUINOL_BIOSYNTHESIS	Metabolism
REACTOME_TRIGLYCERIDE_CATABOLISM	Metabolism
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	Metabolism
REACTOME_GLYCOGEN_SYNTHESIS	Metabolism
REACTOME_REGULATION_OF_MECP2_EXPRESSION_AND_ACTIVITY	Gene expression (Transcription)
REACTOME_MECP2_REGULATES_NEURONAL_RECEPTORS_AND_CHANNELS	Gene expression (Transcription)
REACTOME_MECP2_REGULATES_TRANSCRIPTION_OF_NEURONAL_LIGANDS	Gene expression (Transcription)
REACTOME_MECP2_REGULATES_TRANSCRIPTION_FACTORS	Gene expression (Transcription)
REACTOME_LOSS_OF_MECP2_BINDING_ABILITY_TO_THE_NCOR_SMRT_COMPLEX	Disease
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_RAS	Signal Transduction
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_PI3K	Signal Transduction
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3	Signal Transduction
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FYN	Signal Transduction
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_CDK5	Signal Transduction
REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOINOSITIDE_3_KINASE_PI3K	Signal Transduction
REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOLIPASE_C_GAMMA_PLCG	Signal Transduction
REACTOME_ERYTHROPOIETIN_ACTIVATES_STAT5	Signal Transduction
REACTOME_ERYTHROPOIETIN_ACTIVATES_RAS	Signal Transduction
REACTOME_DAG_AND_IP3_SIGNALING	Signal Transduction
REACTOME_SIGNALING_BY_RETINOIC_ACID	Signal Transduction
REACTOME_ESR_MEDIATED_SIGNALING	Signal Transduction
REACTOME_SIGNALING_BY_ERBB2	Signal Transduction
REACTOME_SIGNALING_BY_ERBB4	Signal Transduction
REACTOME_SIGNALING_BY_SCF_KIT	Signal Transduction
REACTOME_SIGNALING_BY_NTRKS	Signal Transduction
REACTOME_SIGNALING_BY_EGFR	Signal Transduction
REACTOME_SIGNALING_BY_PDGF	Signal Transduction
REACTOME_SIGNALING_BY_FGFR	Signal Transduction
REACTOME_SIGNALING_BY_VEGF	Signal Transduction
REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R	Signal Transduction
REACTOME_SIGNALING_BY_MET	Signal Transduction
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	Signal Transduction
REACTOME_SIGNALING_BY_MST1	Signal Transduction
REACTOME_SIGNALING_BY_ACTIVIN	Signal Transduction
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	Signal Transduction
REACTOME_SIGNALING_BY_BMP	Signal Transduction
REACTOME_TBC_RABGAPS	Vesicle-mediated transport
REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS	Vesicle-mediated transport
REACTOME_ESTROGEN_STIMULATED_SIGNALING_THROUGH_PRKCZ	Signal Transduction
REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING	Signal Transduction
REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC	Metabolism of proteins
REACTOME_NOTCH3_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	Signal Transduction
REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	Signal Transduction
REACTOME_NONCANONICAL_ACTIVATION_OF_NOTCH3	Signal Transduction
REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	Signal Transduction
REACTOME_NOTCH4_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	Signal Transduction
REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING	Signal Transduction
REACTOME_BIOSYNTHESIS_OF_MARESINS	Metabolism
REACTOME_SYNTHESIS_OF_LIPOXINS_LX	Metabolism
REACTOME_BIOSYNTHESIS_OF_EPA_DERIVED_SPMS	Metabolism
REACTOME_BIOSYNTHESIS_OF_E_SERIES_18_S_RESOLVINS	Metabolism
REACTOME_BIOSYNTHESIS_OF_MARESIN_LIKE_SPMS	Metabolism
REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION	Immune System
REACTOME_NTRK2_ACTIVATES_RAC1	Signal Transduction
REACTOME_TYSND1_CLEAVES_PEROXISOMAL_PROTEINS	Protein localization
REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_RAS	Signal Transduction
REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_PI3K	Signal Transduction
REACTOME_REGULATION_OF_IFNA_SIGNALING	Immune System
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	Immune System
REACTOME_INTERFERON_GAMMA_SIGNALING	Immune System
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	Immune System
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	Metabolism of proteins
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING	Transport of small molecules
REACTOME_NONSENSE_MEDIATED_DECAY_NMD_INDEPENDENT_OF_THE_EXON_JUNCTION_COMPLEX_EJC	Metabolism of RNA
REACTOME_TRIF_MEDIATED_PROGRAMMED_CELL_DEATH	Immune System
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	Immune System
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	Immune System
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX	Immune System
REACTOME_N_GLYCAN_TRIMMING_AND_ELONGATION_IN_THE_CIS_GOLGI	Metabolism of proteins
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI	Metabolism of proteins
REACTOME_STAT5_ACTIVATION	Immune System
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	Protein localization
REACTOME_PEROXISOMAL_PROTEIN_IMPORT	Protein localization
REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT	Protein localization
REACTOME_INSERTION_OF_TAIL_ANCHORED_PROTEINS_INTO_THE_ENDOPLASMIC_RETICULUM_MEMBRANE	Protein localization
REACTOME_MACROAUTOPHAGY	Autophagy
REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY	Autophagy
REACTOME_REGULATION_OF_LOCALIZATION_OF_FOXO_TRANSCRIPTION_FACTORS	Gene expression (Transcription)
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_DEATH_GENES	Gene expression (Transcription)
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES	Gene expression (Transcription)
REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION	Gene expression (Transcription)
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES	Gene expression (Transcription)
REACTOME_MITOPHAGY	Autophagy
REACTOME_LIPOPHAGY	Autophagy
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING	Immune System
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION	Metabolism of proteins
REACTOME_REACTIONS_SPECIFIC_TO_THE_COMPLEX_N_GLYCAN_SYNTHESIS_PATHWAY	Metabolism of proteins
REACTOME_GABA_B_RECEPTOR_ACTIVATION	Neuronal System
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	Immune System
REACTOME_ANTIGEN_PROCESSING:_UBIQUITINATION_PROTEASOME_DEGRADATION	Immune System
REACTOME_ANTIGEN_PRESENTATION:_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	Immune System
REACTOME_KINESINS	Hemostasis
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	Immune System
REACTOME_CD22_MEDIATED_BCR_REGULATION	Immune System
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	Immune System
REACTOME_STIMULI_SENSING_CHANNELS	Transport of small molecules
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	Transport of small molecules
REACTOME_PROGRAMMED_CELL_DEATH	Programmed Cell Death
REACTOME_HEMOSTASIS	Hemostasis
REACTOME_DNA_REPAIR	DNA Repair
REACTOME_NEURONAL_SYSTEM	Neuronal System
REACTOME_CELL_CYCLE	Cell Cycle
REACTOME_DEVELOPMENTAL_BIOLOGY	Developmental Biology
REACTOME_REPRODUCTION	Reproduction
REACTOME_DISEASE	Disease
REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	Cellular responses to external stimuli
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	Extracellular matrix organization
REACTOME_TRANSPORT_OF_SMALL_MOLECULES	Transport of small molecules
REACTOME_CELL_CELL_COMMUNICATION	Cell-Cell communication
REACTOME_VESICLE_MEDIATED_TRANSPORT	Vesicle-mediated transport
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE	Organelle biogenesis and maintenance
REACTOME_METABOLISM_OF_RNA	Metabolism of RNA
REACTOME_AUTOPHAGY	Autophagy
REACTOME_GENE_EXPRESSION_TRANSCRIPTION	Gene expression (Transcription)
REACTOME_CHROMATIN_ORGANIZATION	Chromatin organization
REACTOME_MUSCLE_CONTRACTION	Muscle contraction
REACTOME_CIRCADIAN_CLOCK	Circadian Clock
REACTOME_DNA_REPLICATION	DNA Replication
REACTOME_DIGESTION_AND_ABSORPTION	Digestion and absorption
REACTOME_PROTEIN_LOCALIZATION	Protein localization
